Text,Label
流浪 地球 最大 败笔 就是 让 那些 对 科幻 毫无 了解 人 走进 电影院 继而 给 说出 就 勇气,流浪地球2最大的败笔，就是他让那些对科幻毫无了解的人也走进了电影院，继而给了他们说出“就这？”的勇气。
如果 把 吴京 条线 去掉 保留 刘德华 这条线 时长 压缩 一半 这片值 四颗星,如果把吴京这条线去掉，只保留刘德华这条线，时长压缩一半，这片值四颗星
图恒宇 一点 不想 老婆 啊,图恒宇你是一点不想你老婆啊
前 半个 小时 还是 蛮 折磨 人 再也 不想 看到 吴京 大 银幕 上 谈恋爱,前半个小时还是蛮折磨人的，我再也不想看到吴京在大银幕上谈恋爱了
说 睡着 不会 被 喷 吧,我说我睡着了不会被喷吧
期待值 太高 有点 失望 红色 元素 有点 多 朵朵 病死 失望 死 战场 上 不是 病床 上,可能期待值太高，有点失望，红色元素有点多了，朵朵的病死很失望，她应该死在战场上，而不是病床上
故事 蛮 宏大 有 几幕 戏 实在 太尬 吴京 看到 韩 朵朵 就 直接 幻想 生小孩 有点 恶心 真 就 看见 胳膊 就 想到 上床 自愿 报名 时候 非要 跳 出来 按 年龄 出 列 潜水 任务 那么 重要 派 人太少 倒计时 结束 按 不 按 不 知道 有 啥 好 吵 不 按 躲 不 掉 冲击 的话 还有 什么 犹豫 地方 就 不是 老头 相信 不 相信 问题 把 赌局 变成 信任 硬 搞 生华,故事蛮宏大的，但是有几幕戏实在太尬了，1吴京看到韩朵朵就直接幻想生小孩，有点恶心，真就看见胳膊就想到上床 2自愿报名的时候非要跳出来按年龄出列 3潜水任务那么重要派的人太少 4倒计时结束按不按不知道有啥好吵的，不按躲不掉冲击的话还有什么犹豫的地方？就不是老头相信不相信的问题，把赌局变成信任硬搞生华
这部 满江红 只不过 个人 乡村 电影 这是 电影工业,和这部比，《满江红》只不过是个人乡村电影，这是电影工业。
得分 全在 特效 上 故事 真的 一塌糊涂 恨不得 每场 戏 都 宏大 高潮 煽情 戏 慢镜头 大 场面 几句 尴尬 台词 重复 重复 煽情 煽 仨 小时 谁 受得了,得分全在特效上，故事真的一塌糊涂。恨不得每场戏都是宏大高潮煽情戏，慢镜头大场面，几句尴尬的台词重复再重复，煽情可以，这一直煽仨小时谁受得了。
本来 看 完 满江红 觉得 行 今天 看 完小 破球 完全 被 震撼 到 这么 好 科幻片 票房 排片 会 输给 满江红 完全 不是 一个 级别 啊,本来看完满江红觉得还行，今天看完小破球，完全被震撼到了，这么好的科幻片，为什么票房和排片会输给满江红？完全不是一个级别的啊！
不 觉得 电影 长 更长 看过 希望 大家 对 自己 家 好 东西 公平 一点 评价 吧 不 阿凡 达 漫威 那些 傻 电影 好看 多 么,我不觉得电影长，更长的我也看过，希望大家对自己家的好东西公平一点评价吧，这不比阿凡达2和漫威那些傻电影好看多了么……
震撼 绝佳 视觉效果 紧凑 剧情 看 一种 汗毛 倒 竖 感觉 全程 屏住 呼吸 生怕 错过 任何 一个 镜头 就是 国产电影 希望 让 中国 文化 走出 国门 展示 辉煌 流浪 地球 精神 核心 就 如 愚公移山 一般 面对 艰难险阻 应当 子子孙孙 无穷尽 信念 矢志不渝 前行 仰之弥高 钻 之 弥坚 李雪健 沙哑 平静 声音 彰显 正是 一种 磨难 中 坚定 一种 永不言败 信念 这正 契合 愚公精神 契合 中国 人民 骨子里 坚韧不拔,太震撼了，绝佳的视觉效果、紧凑的剧情，看的我一种汗毛倒竖的感觉，全程屏住呼吸，生怕错过任何一个镜头，这就是我们国产电影的希望，让我们的中国文化走出国门，展示我们的辉煌！《流浪地球2》的精神核心就如“愚公移山”一般，面对艰难险阻，应当以“子子孙孙无穷尽也”的信念，矢志不渝的前行，仰之弥高，钻之弥坚。李雪健那沙哑而平静的声音，彰显的正是以一种磨难中的坚定，一种永不言败的信念，这正契合了“愚公精神”，契合了中国人民骨子里的坚韧不拔。
晓 晞 啊 觉得 打 几星 啊,晓晞啊 你觉得我应该打几星啊
图恒宇 一点 不想 老婆 啊,图恒宇你是一点不想你老婆啊
充斥 着 自大 愚蠢 傲慢 强行 煽情 说教 爹式 为 你好 无可救药 自 嗨,充斥着自大愚蠢的傲慢，强行煽情的说教，爹式的为你好和无可救药的自嗨！
多一些 像 刘慈欣 这样 创作者 作品 创造 影视 行业 就业 拉动 GDP,应该多一些像刘慈欣这样的创作者。作品既能创造影视行业的就业，还可以拉动GDP。
前 半个 小时 还是 蛮 折磨 人 再也 不想 看到 吴京 大 银幕 上 谈恋爱,前半个小时还是蛮折磨人的，我再也不想看到吴京在大银幕上谈恋爱了
电影 叙事 都 不 懂 难看 粉红 直 男 狂欢,基本的电影叙事都不懂。。太难看了，粉红直男狂欢
所有 感情 戏码 都 之 虚假 男主 感情 戏 以及 自我牺牲 诸如此类 简直 令 作呕 讨厌 角色 李雪健 这个 对 李雪健 本人 任何 情绪 整得 跟 个 神 一样 全程 我要 听 相信 信 什么 编剧 没 写 是从 未来 穿越 回来 带 着 上帝 视角 还是 咋 滴 反正 这人设 看 想 吐 喜欢 宁理 明显 语速 上 加快 没 看过 书 但 人 一 上来 就 有 别样 气质 唯一 好看 就是 视觉 不过 有 地球 天 就 毁灭 这种 好事 谁 废 那个 劲 啊 有 句 台词 写 好 延续 人类文明 最优 选择 就是 毁灭 人类 当然 这句 还是 沈腾 那句 来得 升华 毁灭 吧 累,"所有的感情戏码都非常之虚假，尤其是男主的感情戏以及自我牺牲诸如此类简直令我作呕。
最讨厌的角色是李雪健这个（对李雪健本人没有任何情绪），整得跟个神一样，全程“我要，听我的，我相信”，到底在信什么，编剧也没写（是从未来穿越回来，带着上帝视角还是咋滴），反正这人设看得我也很想吐。最喜欢的是宁理，很明显语速上加快了，虽然我没看过书，但这人一上来就有别样的气质。
唯一好看的就是视觉。
不过有地球3天就能毁灭这种好事，谁还废那个劲啊！有句台词写得好“延续人类文明的最优选择，就是毁灭人类”。当然这句还是没有沈腾那句来得升华“毁灭吧，我累了”。"
非 逮 着 流浪 地球 一个 高 概念 薅 结果 就是 核心 表达 相比 首作 翻不出 什么 新花样 除了 把 特效 做 更加 细致 只能 强行 增加 故事 体量 于是 看到 吴京 刘德华 各自 A 故事 MOSS B 故事 让 整部 电影 变得 臃肿 不堪 两个 主演 引领 故事 线 内部 科幻 类型 再次 让 位于 动作 灾难 子 类型 所谓 我信 建构 最后 一分钟 营救 尽数 失效 全世界 人民 大团结 口号 越来越 暴露出 人类 中心主义 傲慢 宏大 叙事 个体 情感 嫁接 很难说 成功,非逮着“流浪地球”这一个高概念薅，结果就是核心表达相比首作翻不出什么新花样，除了把特效做得更加细致，只能强行增加故事体量，于是我们看到吴京和刘德华各自的A故事（+MOSS的B故事）让整部电影变得臃肿不堪。而在两个主演引领的故事线内部，科幻类型再次让位于动作和灾难的子类型，然而以所谓“我信”建构的最后一分钟营救尽数失效，“全世界人民大团结”的口号也越来越暴露出人类中心主义的傲慢，宏大叙事和个体情感的嫁接很难说是成功的。
期待值 太高 有点 失望 红色 元素 有点 多 朵朵 病死 失望 死 战场 上 不是 病床 上,可能期待值太高，有点失望，红色元素有点多了，朵朵的病死很失望，她应该死在战场上，而不是病床上
中国 电影 没 死 中国 有 科幻电影 刘德华 那条 线 才 真 亮点,中国电影还没死，中国也有科幻电影。刘德华那条线才是真亮点。
故事 蛮 宏大 有 几幕 戏 实在 太尬 吴京 看到 韩 朵朵 就 直接 幻想 生小孩 有点 恶心 真 就 看见 胳膊 就 想到 上床 自愿 报名 时候 非要 跳 出来 按 年龄 出 列 潜水 任务 那么 重要 派 人太少 倒计时 结束 按 不 按 不 知道 有 啥 好 吵 不 按 躲 不 掉 冲击 的话 还有 什么 犹豫 地方 就 不是 老头 相信 不 相信 问题 把 赌局 变成 信任 硬 搞 生华,故事蛮宏大的，但是有几幕戏实在太尬了，1吴京看到韩朵朵就直接幻想生小孩，有点恶心，真就看见胳膊就想到上床 2自愿报名的时候非要跳出来按年龄出列 3潜水任务那么重要派的人太少 4倒计时结束按不按不知道有啥好吵的，不按躲不掉冲击的话还有什么犹豫的地方？就不是老头相信不相信的问题，把赌局变成信任硬搞生华
毫无 尿点 三 小时 看 津津有味 某些 片段 过于 战狼 满满的 自我 感动 还有 韩 朵朵 明明 刘培强 有 实力 但 最后 嫁 做人 妇生 孩子 辐射 生病 最后 死去 男人 式 yy 瑕不掩瑜 值得一看 但 不会 二刷 不过 还是 期待 球 并且 真诚地 祈求 少 点 男子 主义 yy,毫无尿点的三小时，看得津津有味。虽然某些片段过于“战狼”，满满的的自我感动；还有韩朵朵明明比刘培强更有实力，但最后嫁做人妇、生孩子、辐射生病最后死去，很男人式的yy。瑕不掩瑜，值得一看，但不会二刷，不过还是期待球3456，并且真诚地祈求少点男子主义的yy🙏
有 想象力 不 多 像 那个 笑话 皇后 娘娘 那么 有钱 早饭 吃 根 油条 吧 干 大事 一段 慢 节奏 不 知道 领导 讲话 还是 升国旗 奏国歌 还是 正在 拍 领导 特写 新闻 素材 总而言之 像 一个 体制 内 科幻片,"有想象力，但是不多。
特别像那个笑话，皇后娘娘那么有钱，早饭得吃6根油条吧。
要干大事之前总是一段慢节奏，不知道是在等领导讲话还是升国旗奏国歌还是正在拍领导特写的新闻素材。
总而言之，像一个体制内科幻片。"
若干年 后 慧 忘记 无名 忘记 满江红 但 绝对 会 铭记 流浪 地球,若干年后，我们或许慧忘记无名，忘记满江红，但绝对会铭记流浪地球2。
流浪 地球 最大 败笔 就是 让 那些 对 科幻 毫无 了解 人 走进 电影院 继而 给 说出 就 勇气,流浪地球2最大的败笔，就是他让那些对科幻毫无了解的人也走进了电影院，继而给了他们说出“就这？”的勇气。
活着 我党 人 死 我党 数字 生命,活着是我党的人，死了是我党的数字生命。
特效 三 小时 剧情 太过 冗长 有点 怪怪的 p 真的 对 图恒宇 对于 丫丫 浓烈 父爱 不满 一丝丝 队 妻子 怀念 这样 改成 单亲,"特效可以，三小时的剧情太过冗长，有点怪怪的。
ps.真的对图恒宇对于丫丫浓烈的父爱不满，没有一丝丝队妻子的怀念，与其这样不如改成单亲。"
电影 塑造 人物 就 塑造 情感 无论 爱情 亲情 友情 塑造 就 只有 消耗 电影 对 各种 情感 暴力 使用 结果 贫瘠 口号 过度 煽情 电影 重要 暗线 人工智能 成长史 反转 结尾 彩蛋 中 直接 给出 如果 不是 人类 人工智能 争斗 如果 不是 条 暗线 所 提供 悬疑 推理 电影 中 场面 让 人 尴尬 到 原地 去世,电影没有塑造人物也就没有塑造情感，无论爱情亲情友情，没有塑造就只有消耗，电影是对各种情感的暴力使用，结果是贫瘠的口号和过度的煽情。电影重要的暗线是人工智能的成长史，反转在结尾彩蛋中直接给出。如果不是人类与人工智能的争斗，如果不是这条暗线所提供的悬疑推理，电影中很多场面让人尴尬到原地去世。
宇宙 级别 春晚 好莱坞 风格 红歌 会长 达 三 小时 声嘶力竭 英雄 赞歌 每 一句 都 斗志昂扬 激动人心 感人肺腑 热泪盈眶 每 一个 音符 都 破音 边缘 徘徊 电影 里 掷地有声 地说 文明 有 人才 有 意义 但 这部 里 人像 个人 别说 仰望 天空 就 脚不沾地,宇宙级别的春晚。好莱坞风格的红歌会。长达三小时声嘶力竭的英雄赞歌，每一句都斗志昂扬激动人心感人肺腑热泪盈眶，每一个音符都在破音边缘徘徊。电影里掷地有声地说文明要有人才有意义，但这部里哪个人像个人？别说要仰望天空就脚不沾地！
实在 不服气 这么 牛 电影 用 好几年 票房 居然 被 某些 赶工 俩 月 拍 出来 电影 压 一头 大家 快去 看吧 别 逼 我求,实在不服气，这么牛的电影，用了好几年，票房居然被某些赶工俩月拍出来的电影压一头，大家快去看吧，别逼我求你。
